window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693897137.195161,1693897138.195161,136,81633,1.000000,600.2426470588235,81633,136,network-storage
1693897138.195161,1693897139.195161,134,79908,1.000000,596.3283582089553,79908,134,network-storage
1693897139.195161,1693897140.195161,145,84682,1.000000,584.0137931034483,84682,145,network-storage
1693897140.195161,1693897141.195161,78,43383,1.000000,556.1923076923077,43383,78,network-storage
1693897141.195161,1693897142.195161,189,95573,1.000000,505.67724867724866,95573,189,network-storage
1693897142.195161,1693897143.195161,148,82971,1.000000,560.6148648648649,82971,148,network-storage
1693897143.195161,1693897144.195161,210,110433,1.000000,525.8714285714286,110433,2.1E+2,network-storage
1693897144.195161,1693897145.195161,107,57791,1.000000,540.1028037383178,57791,107,network-storage
1693897145.195161,1693897146.195161,131,67248,1.000000,513.3435114503817,67248,131,network-storage
1693897146.195161,1693897147.195161,149,82758,1.000000,555.4228187919463,82758,149,network-storage
1693897147.195161,1693897148.195161,151,90476,1.000000,599.1788079470199,90476,151,network-storage
1693897148.195161,1693897149.195161,87,43890,1.000000,504.48275862068965,4.389E+4,87,network-storage
1693897149.195161,1693897150.195161,136,81764,1.000000,601.2058823529412,81764,136,network-storage
1693897150.195161,1693897151.195161,144,80777,1.000000,560.9513888888889,80777,144,network-storage
1693897151.195161,1693897152.195161,149,85035,1.000000,570.7046979865772,85035,149,network-storage
1693897152.195161,1693897153.195161,149,82619,1.000000,554.489932885906,82619,149,network-storage
1693897153.195161,1693897154.195161,133,79786,1.000000,599.8947368421053,79786,133,network-storage
1693897154.195161,1693897155.195161,160,83699,1.000000,523.11875,83699,1.6E+2,network-storage
1693897155.195161,1693897156.195161,144,84666,1.000000,587.9583333333334,84666,144,network-storage
1693897156.195161,1693897157.195161,150,81112,1.000000,540.7466666666667,81112,1.5E+2,network-storage
1693897157.195161,1693897158.195161,133,81537,1.000000,613.0601503759399,81537,133,network-storage
1693897158.195161,1693897159.195161,118,60549,1.000000,513.1271186440678,60549,118,network-storage
1693897159.195161,1693897160.195161,125,67398,1.000000,539.184,67398,125,network-storage
1693897160.195161,1693897161.195161,153,89588,1.000000,585.5424836601308,89588,153,network-storage
1693897161.195161,1693897162.195161,266,174617,1.000000,656.4548872180451,174617,266,network-storage
1693897162.195161,1693897163.195161,149,80926,1.000000,543.1275167785235,80926,149,network-storage
1693897163.195161,1693897164.195161,151,85287,1.000000,564.8145695364238,85287,151,network-storage
1693897164.195161,1693897165.195161,184,97794,1.000000,531.4891304347826,97794,184,network-storage
1693897165.195161,1693897166.195161,162,89163,1.000000,550.3888888888889,89163,162,network-storage
1693897166.195161,1693897167.195161,146,82504,1.000000,565.0958904109589,82504,146,network-storage
1693897167.195161,1693897168.195161,100,61300,1.000000,613.0,6.13E+4,1E+2,network-storage
1693897168.195161,1693897169.195161,127,73996,1.000000,582.6456692913385,73996,127,network-storage
1693897169.195161,1693897170.195161,135,81763,1.000000,605.6518518518518,81763,135,network-storage
1693897170.195161,1693897171.195161,131,79791,1.000000,609.0916030534352,79791,131,network-storage
1693903762.282036,1693903763.282036,2,206,1.000000,103.0,206,2,network-storage
1693903763.282036,1693903764.282036,1,144,1.000000,144.0,144,1,network-storage
1693903765.282036,1693903766.282036,19,7746,1.000000,407.6842105263158,7746,19,network-storage
1693903767.282036,1693903768.282036,4,317,1.000000,79.25,317,4,network-storage
1693903768.282036,1693903769.282036,4,343,1.000000,85.75,343,4,network-storage
1693903769.282036,1693903770.282036,12,714,1.000000,59.5,714,12,network-storage
1693903771.282036,1693903772.282036,2,153,1.000000,76.5,153,2,network-storage
1693903772.282036,1693903773.282036,4,569,1.000000,142.25,569,4,network-storage
1693903773.282036,1693903774.282036,4,330,1.000000,82.5,3.3E+2,4,network-storage
1693903774.282036,1693903775.282036,1,75,1.000000,75.0,75,1,network-storage
1693903776.282036,1693903777.282036,3,186,1.000000,62.0,186,3,network-storage
1693903777.282036,1693903778.282036,16,2000,1.000000,125.0,2E+3,16,network-storage
1693903778.282036,1693903779.282036,1,144,1.000000,144.0,144,1,network-storage
1693903779.282036,1693903780.282036,24,2568,1.000000,107.0,2568,24,network-storage
1693903780.282036,1693903781.282036,1,75,1.000000,75.0,75,1,network-storage
