window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693898209.251076,1693898210.251076,1406,568266,1.000000,404.17211948790896,568266,1406,web-browsing
1693898210.251076,1693898211.251076,22,1511,1.000000,68.68181818181819,1511,22,web-browsing
1693898211.251076,1693898212.251076,32,2345,1.000000,73.28125,2345,32,web-browsing
1693898212.251076,1693898213.251076,46,5773,1.000000,125.5,5773,46,web-browsing
1693898213.251076,1693898214.251076,34,2698,1.000000,79.3529411764706,2698,34,web-browsing
1693898214.251076,1693898215.251076,13,1018,1.000000,78.3076923076923,1018,13,web-browsing
1693898215.251076,1693898216.251076,51,6988,1.000000,137.01960784313727,6988,51,web-browsing
1693898216.251076,1693898217.251076,14,1090,1.000000,77.85714285714286,1.09E+3,14,web-browsing
1693898217.251076,1693898218.251076,23,1595,1.000000,69.34782608695652,1595,23,web-browsing
1693898218.251076,1693898219.251076,14,5574,1.000000,398.14285714285717,5574,14,web-browsing
1693898219.251076,1693898220.251076,19,1395,1.000000,73.42105263157895,1395,19,web-browsing
1693898220.251076,1693898221.251076,11,830,1.000000,75.45454545454545,8.3E+2,11,web-browsing
1693898221.251076,1693898222.251076,11,744,1.000000,67.63636363636364,744,11,web-browsing
1693898222.251076,1693898223.251076,10,2282,1.000000,228.2,2282,1E+1,web-browsing
1693898223.251076,1693898224.251076,641,379250,1.000000,591.6536661466458,3.7925E+5,641,web-browsing
1693898224.251076,1693898225.251076,18,1351,1.000000,75.05555555555556,1351,18,web-browsing
1693898225.251076,1693898226.251076,9,725,1.000000,80.55555555555556,725,9,web-browsing
1693898226.251076,1693898227.251076,124,11540,1.000000,93.06451612903226,1.154E+4,124,web-browsing
1693898227.251076,1693898228.251076,554,300254,1.000000,541.9747292418773,300254,554,web-browsing
1693898228.251076,1693898229.251076,13,943,1.000000,72.53846153846153,943,13,web-browsing
1693898229.251076,1693898230.251076,16,2693,1.000000,168.3125,2693,16,web-browsing
1693898230.251076,1693898231.251076,5,365,1.000000,73.0,365,5,web-browsing
1693898231.251076,1693898232.251076,22,1711,1.000000,77.77272727272727,1711,22,web-browsing
1693898232.251076,1693898233.251076,7,505,1.000000,72.14285714285714,505,7,web-browsing
1693898233.251076,1693898234.251076,21,2609,1.000000,124.23809523809524,2609,21,web-browsing
1693898234.251076,1693898235.251076,32,2199,1.000000,68.71875,2199,32,web-browsing
1693898235.251076,1693898236.251076,650,378221,1.000000,581.8784615384616,378221,6.5E+2,web-browsing
1693898236.251076,1693898237.251076,114,46745,1.000000,410.0438596491228,46745,114,web-browsing
1693898237.251076,1693898238.251076,57,30831,1.000000,540.8947368421053,30831,57,web-browsing
1693898238.251076,1693898239.251076,27,1914,1.000000,70.88888888888889,1914,27,web-browsing
1693898239.251076,1693898240.251076,14,1077,1.000000,76.92857142857143,1077,14,web-browsing
1693898240.251076,1693898241.251076,45,5673,1.000000,126.06666666666666,5673,45,web-browsing
1693898241.251076,1693898242.251076,21,2389,1.000000,113.76190476190476,2389,21,web-browsing
1693898242.251076,1693898243.251076,15,1139,1.000000,75.93333333333334,1139,15,web-browsing
1693898243.251076,1693898244.251076,11,767,1.000000,69.72727272727273,767,11,web-browsing
1693898244.251076,1693898245.251076,10,921,1.000000,92.1,921,1E+1,web-browsing
1693898245.251076,1693898246.251076,8,544,1.000000,68.0,544,8,web-browsing
1693898246.251076,1693898247.251076,11,837,1.000000,76.0909090909091,837,11,web-browsing
1693898247.251076,1693898248.251076,14,886,1.000000,63.285714285714285,886,14,web-browsing
1693898248.251076,1693898249.251076,18,2356,1.000000,130.88888888888889,2356,18,web-browsing
1693898249.251076,1693898250.251076,20,1340,1.000000,67.0,1.34E+3,2E+1,web-browsing
1693898250.251076,1693898251.251076,6,398,1.000000,66.33333333333333,398,6,web-browsing
1693898251.251076,1693898252.251076,4,280,1.000000,70.0,2.8E+2,4,web-browsing
1693898252.251076,1693898253.251076,18,1244,1.000000,69.11111111111111,1244,18,web-browsing
1693898253.251076,1693898254.251076,13,1031,1.000000,79.3076923076923,1031,13,web-browsing
1693898254.251076,1693898255.251076,78,5244,1.000000,67.23076923076923,5244,78,web-browsing
1693898255.251076,1693898256.251076,20,1358,1.000000,67.9,1358,2E+1,web-browsing
1693898256.251076,1693898257.251076,2501,1174103,1.000000,469.45341863254697,1174103,2501,web-browsing
1693898257.251076,1693898258.251076,1276,597273,1.000000,468.0822884012539,597273,1276,web-browsing
1693898258.251076,1693898259.251076,12,998,1.000000,83.16666666666667,998,12,web-browsing
1693898259.251076,1693898260.251076,11,852,1.000000,77.45454545454545,852,11,web-browsing
